  preface 1: div: head	MS::28:37:54: 8, 8, 0	28::MS:37:54: 8, 5, 8	37::MS:28:54: 8, 5, 8	54::MS:28:37: 0, 8, 8
act 1 scene 2: sp: l 202	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 202	MS::28:37:54: 5, 5, 3	28::MS:37:54: 5, 0, 2	37::MS:28:54: 5, 0, 2	54::MS:28:37: 3, 2, 2
act 1 scene 2: sp: l 203	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 204	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 1 scene 2: sp: l 206	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 207	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 207	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 209	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 210	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 211	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 212	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 212	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 213	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 213	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 213	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 214	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 1 scene 2: sp: l 214	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 215	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 218	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 218	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 1 scene 2: sp: l 219	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 1 scene 2: sp: l 223	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 228	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 228	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 229	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 1 scene 2: sp: l 230	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 231	MS::28:37:54: 4, 4, 4	28::MS:37:54: 4, 0, 0	37::MS:28:54: 4, 0, 0	54::MS:28:37: 4, 0, 0
act 1 scene 2: sp: l 231	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 232	MS::28:37:54: 5, 5, 2	28::MS:37:54: 5, 0, 4	37::MS:28:54: 5, 0, 4	54::MS:28:37: 2, 4, 4
act 1 scene 2: sp: l 233	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 1 scene 2: sp: stage	MS::28:37:54: 11, 11, 8	28::MS:37:54: 11, 0, 3	37::MS:28:54: 11, 0, 3	54::MS:28:37: 8, 3, 3
act 1 scene 2: sp: l 236	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: stage	MS::28:37:54: 11, 11, 8	28::MS:37:54: 11, 0, 3	37::MS:28:54: 11, 0, 3	54::MS:28:37: 8, 3, 3
act 1 scene 2: sp: l 238	MS::28:37:54: 5, 5, 5	28::MS:37:54: 5, 0, 0	37::MS:28:54: 5, 0, 0	54::MS:28:37: 5, 0, 0
act 1 scene 2: sp: stage	MS::28:37:54: 28, 28, 29	28::MS:37:54: 28, 0, 12	37::MS:28:54: 28, 0, 12	54::MS:28:37: 29, 12, 12
act 1 scene 2: sp: l 239	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 1 scene 2: sp: l 239	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 1 scene 2: sp: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 1 scene 2: sp: l 240	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 241	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: l: stage	MS::28:37:54: 18, 18, 18	28::MS:37:54: 18, 0, 0	37::MS:28:54: 18, 0, 0	54::MS:28:37: 18, 0, 0
act 1 scene 2: sp: l 242	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 2	37::MS:28:54: 1, 0, 2	54::MS:28:37: 1, 2, 2
act 1 scene 2: sp: l 242	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 1 scene 2: sp: l 243	MS::28:37:54: 4, 4, 3	28::MS:37:54: 4, 0, 1	37::MS:28:54: 4, 0, 1	54::MS:28:37: 3, 1, 1
act 1 scene 2: sp: l 245	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 245	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: l: stage	MS::28:37:54: 29, 29, 26	28::MS:37:54: 29, 0, 3	37::MS:28:54: 29, 0, 3	54::MS:28:37: 26, 3, 3
act 1 scene 2: sp: l 246	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 246	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 246	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: div: stage	MS::28:37:54: 4, 4, 1	28::MS:37:54: 4, 0, 3	37::MS:28:54: 4, 0, 3	54::MS:28:37: 1, 3, 3
act 1 scene 2: sp: l 248	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 250	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 251	MS::28:37:54: 9, 9, 9	28::MS:37:54: 9, 0, 2	37::MS:28:54: 9, 0, 2	54::MS:28:37: 9, 2, 2
act 1 scene 2: sp: stage	MS::28:37:54: 4, 4, 1	28::MS:37:54: 4, 0, 3	37::MS:28:54: 4, 0, 3	54::MS:28:37: 1, 3, 3
act 1 scene 2: sp: l 252	MS::28:37:54: 8, 8, 8	28::MS:37:54: 8, 0, 0	37::MS:28:54: 8, 0, 0	54::MS:28:37: 8, 0, 0
act 1 scene 2: sp: l 253	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 255	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 255	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 256	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 257	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 1 scene 2: sp: l 257	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 258	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 1 scene 2: sp: l 258	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 1 scene 2: sp: l 259	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 260	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 261	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: l: stage	MS::28:37:54: 40, 40, 40	28::MS:37:54: 40, 0, 0	37::MS:28:54: 40, 0, 0	54::MS:28:37: 40, 0, 0
act 1 scene 2: sp: l 262	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 262	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: l: stage	MS::28:37:54: 60, 60, 56	28::MS:37:54: 60, 0, 4	37::MS:28:54: 60, 0, 4	54::MS:28:37: 56, 4, 4
act 1 scene 2: sp: l 264	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 265	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 265	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 267	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 268	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 269	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 272	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 274	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 276	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 278	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 280	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: stage	MS::28:37:54: 6, 6, 6	28::MS:37:54: 6, 0, 0	37::MS:28:54: 6, 0, 0	54::MS:28:37: 6, 0, 0
act 1 scene 2: sp: stage	MS::28:37:54: 6, 6, 6	28::MS:37:54: 6, 0, 0	37::MS:28:54: 6, 0, 0	54::MS:28:37: 6, 0, 0
act 1 scene 2: sp: l 285	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 285	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 285	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 286	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 287	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 288	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 1 scene 2: sp: stage	MS::28:37:54: 20, 20, 20	28::MS:37:54: 20, 0, 0	37::MS:28:54: 20, 0, 0	54::MS:28:37: 20, 0, 0
act 1 scene 2: sp: l 290	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 291	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 292	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: stage	MS::28:37:54: 37, 37, 0	28::MS:37:54: 37, 0, 37	37::MS:28:54: 37, 0, 37	54::MS:28:37: 0, 37, 37
act 1 scene 2: sp: l 293	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 293	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 299	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 300	MS::28:37:54: 1, 1, 3	28::MS:37:54: 1, 0, 2	37::MS:28:54: 1, 0, 2	54::MS:28:37: 3, 2, 2
act 1 scene 2: sp: l 302	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 303	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 303	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 304	MS::28:37:54: 0, 0, 1	28::MS:37:54: 0, 0, 1	37::MS:28:54: 0, 0, 1	54::MS:28:37: 1, 1, 1
act 1 scene 2: sp: l 307	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 1 scene 2: sp: l 310	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 311	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 311	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 313	MS::28:37:54: 6, 6, 6	28::MS:37:54: 6, 0, 0	37::MS:28:54: 6, 0, 0	54::MS:28:37: 6, 0, 0
act 1 scene 2: sp: l 314	MS::28:37:54: 4, 4, 4	28::MS:37:54: 4, 0, 0	37::MS:28:54: 4, 0, 0	54::MS:28:37: 4, 0, 0
act 1 scene 2: sp: l 315	MS::28:37:54: 5, 5, 5	28::MS:37:54: 5, 0, 0	37::MS:28:54: 5, 0, 0	54::MS:28:37: 5, 0, 0
act 1 scene 2: sp: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 1 scene 2: sp: l 316	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: l: stage	MS::28:37:54: 24, 24, 24	28::MS:37:54: 24, 0, 0	37::MS:28:54: 24, 0, 0	54::MS:28:37: 24, 0, 0
act 1 scene 2: sp: l 318	MS::28:37:54: 5, 5, 5	28::MS:37:54: 5, 0, 0	37::MS:28:54: 5, 0, 0	54::MS:28:37: 5, 0, 0
act 1 scene 2: sp: l 319	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 320	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 321	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 322	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 323	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 325	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 325	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 325	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 326	MS::28:37:54: 5, 5, 5	28::MS:37:54: 5, 0, 0	37::MS:28:54: 5, 0, 0	54::MS:28:37: 5, 0, 0
act 1 scene 2: sp: l 331	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 332	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 332	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 332	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 334	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: sp: l 334	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 1 scene 2: l: stage	MS::28:37:54: 25, 25, 21	28::MS:37:54: 25, 0, 4	37::MS:28:54: 25, 0, 4	54::MS:28:37: 21, 4, 4
act 1 scene 2: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 1 scene 2: div: stage	MS::28:37:54: 16, 16, 16	28::MS:37:54: 16, 0, 0	37::MS:28:54: 16, 0, 0	54::MS:28:37: 16, 0, 0
  act 2: div: head	MS::28:37:54: 12, 12, 12	28::MS:37:54: 12, 0, 0	37::MS:28:54: 12, 0, 0	54::MS:28:37: 12, 0, 0
act 2 scene 1: div: stage	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 2 scene 1: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 2 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 2 scene 1: sp: l 336	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 337	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 2 scene 1: sp: l 338	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 340	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 341	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 342	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 347	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 2 scene 1: sp: l 348	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 349	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: stage	MS::28:37:54: 14, 14, 0	28::MS:37:54: 14, 0, 14	37::MS:28:54: 14, 0, 14	54::MS:28:37: 0, 14, 14
act 2 scene 1: sp: l 359	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 2 scene 1: sp: l 359	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 2 scene 1: sp: l 362	MS::28:37:54: 15, 15, 15	28::MS:37:54: 15, 0, 0	37::MS:28:54: 15, 0, 0	54::MS:28:37: 15, 0, 0
act 2 scene 1: sp: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 2 scene 1: sp: l 363	MS::28:37:54: 14, 14, 14	28::MS:37:54: 14, 0, 0	37::MS:28:54: 14, 0, 0	54::MS:28:37: 14, 0, 0
act 2 scene 1: sp: l 364	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 364	MS::28:37:54: 0, 0, 1	28::MS:37:54: 0, 0, 1	37::MS:28:54: 0, 0, 1	54::MS:28:37: 1, 1, 1
act 2 scene 1: sp: l 367	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 367	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 367	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 367	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 1: sp: l 369	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
